1	1000	10
245	239	1	10
273	213	0	10
281	206	1	10
247	232	0	10
268	211	0	10
292	192	0	10
271	202	1	10
285	191	0	10
251	214	0	10
274	194	0	10
275	193	1	10
229	228	1	10
265	196	0	10
280	182	0	10
281	181	1	10
266	190	1	10
288	174	1	10
276	181	0	10
272	179	1	10
280	173	1	10
288	168	1	10
263	180	1	10
244	194	0	10
270	172	1	10
222	206	1	10
268	170	1	10
234	187	1	10
255	169	1	10
224	192	0	10
242	177	0	10
283	151	1	10
247	167	0	10
246	167	1	10
241	170	1	10
265	152	1	10
293	137	1	10
279	143	0	10
264	151	1	10
259	151	0	10
293	131	0	10
235	163	1	10
201	188	0	10
201	186	1	10
202	185	1	10
211	176	0	10
253	145	0	10
225	163	1	10
207	174	1	10
239	148	0	10
208	169	0	10
244	144	0	10
219	160	0	10
242	144	1	10
236	146	0	10
259	131	1	10
185	181	1	10
220	151	0	10
215	154	0	10
281	115	0	10
260	124	0	10
257	125	0	10
292	109	0	10
213	149	1	10
238	131	0	10
178	172	0	10
244	125	0	10
247	117	0	10
182	158	0	10
219	128	1	10
186	147	0	10
175	156	0	10
252	105	1	10
240	109	1	10
258	101	0	10
221	117	1	10
165	156	1	10
175	147	1	10
209	119	1	10
223	102	1	10
175	129	0	10
150	148	1	10
215	103	1	10
159	139	0	10
163	133	0	10
159	128	0	10
171	118	1	10
143	141	1	10
144	125	0	10
134	133	0	10
156	109	1	10
147	115	1	10
145	116	0	10


126	1000	100
291	287	0	10
295	272	0	10
288	276	1	10
288	271	0	10
291	253	1	10
293	251	1	10
282	252	0	10
282	243	1	10
267	239	0	10
282	226	1	10
282	214	1	10
246	244	0	10
282	208	1	10
283	207	0	10
256	227	0	10
282	205	0	10
266	217	0	10
253	221	1	10
261	211	1	10
246	221	0	10
241	224	0	10
289	183	1	10
284	186	1	10
269	193	1	10
279	182	0	10
235	216	1	10
249	197	0	10
265	183	1	10
263	184	0	10
264	181	0	10
283	168	1	10
286	165	1	10
219	215	1	10
253	186	0	10
251	187	1	10
284	165	1	10
251	185	0	10
239	176	0	10
210	199	0	10
296	141	1	10
210	196	1	10
203	201	0	10
215	185	1	10
227	173	0	10
251	156	0	10
237	164	1	10
221	170	0	10
259	145	0	10
276	136	1	10
198	188	0	10
225	164	1	10
282	130	1	10
228	151	1	10
239	143	0	10
275	124	0	10
225	149	1	10
186	178	0	10
261	126	1	10
239	136	0	10
243	133	0	10
262	123	0	10
242	132	0	10
189	169	1	10
293	109	1	10
264	117	0	10
253	122	0	10
179	172	1	10
235	131	0	10
216	140	0	10
226	132	0	10
214	139	0	10
283	101	0	10
176	160	1	10
181	152	0	10
236	116	1	10
162	162	0	10
172	150	0	10
164	156	0	10
159	158	0	10
231	108	0	10
199	121	1	10
158	148	1	10
168	129	0	10
209	100	1	10
159	130	0	10
148	138	1	10
153	128	1	10
168	116	0	10
187	103	1	10
154	123	0	10
174	108	1	10
144	129	1	10
151	109	1	10
131	124	0	10
126	125	0	10
151	104	1	10
136	115	0	10
129	121	0	10
112	109	0	10
115	100	1	10


127	1000	100
298	293	1	10
300	261	1	10
276	271	0	10
291	235	1	10
298	229	0	10
259	256	0	10
267	245	0	10
297	212	1	10
299	206	0	10
262	226	1	10
267	220	1	10
258	224	0	10
277	208	0	10
273	211	0	10
269	212	0	10
285	197	0	10
291	191	0	10
254	214	0	10
240	226	0	10
267	199	1	10
239	222	1	10
287	178	0	10
263	193	0	10
264	190	0	10
240	209	1	10
268	186	0	10
264	186	0	10
300	162	0	10
250	188	1	10
245	189	1	10
279	165	0	10
299	152	0	10
241	188	0	10
235	188	1	10
218	201	1	10
282	154	0	10
248	175	1	10
270	160	1	10
224	192	1	10
227	184	0	10
216	192	0	10
226	181	0	10
224	182	1	10
266	151	1	10
226	176	1	10
293	134	1	10
277	141	1	10
221	176	0	10
284	136	1	10
286	133	0	10
252	147	1	10
224	163	1	10
226	161	0	10
241	149	1	10
278	129	1	10
211	169	1	10
232	153	1	10
223	159	1	10
234	151	0	10
261	135	1	10
243	144	1	10
187	184	1	10
249	137	1	10
286	116	1	10
237	138	0	10
257	125	0	10
286	112	0	10
218	146	0	10
191	165	0	10
229	135	0	10
176	175	1	10
296	103	1	10
293	104	0	10
220	136	0	10
222	133	1	10
239	123	0	10
247	118	1	10
259	108	0	10
173	161	0	10
204	131	0	10
196	133	1	10
178	146	0	10
165	155	1	10
232	109	1	10
171	145	0	10
178	135	0	10
155	147	0	10
172	122	0	10
176	119	1	10
149	140	1	10
172	116	1	10
184	105	1	10
173	107	1	10
147	125	0	10
154	119	0	10
174	100	0	10
137	115	0	10
127	121	0	10
119	109	0	10
111	108	1	10


128	1000	100
284	281	0	10
297	265	1	10
288	272	0	10
282	277	1	10
292	266	0	10
285	264	0	10
280	267	1	10
280	262	0	10
287	255	0	10
296	224	1	10
263	251	1	10
291	225	0	10
270	238	0	10
252	250	1	10
264	231	0	10
276	218	0	10
285	209	0	10
298	199	0	10
266	222	1	10
249	232	1	10
282	204	1	10
289	195	1	10
297	180	1	10
243	218	1	10
246	214	0	10
267	193	1	10
292	176	1	10
285	179	0	10
242	207	0	10
235	212	0	10
274	181	1	10
223	219	1	10
261	186	1	10
226	214	0	10
228	212	1	10
229	211	0	10
284	170	1	10
230	209	0	10
237	199	0	10
230	202	1	10
262	174	1	10
215	209	1	10
253	176	1	10
274	162	0	10
239	183	1	10
228	191	1	10
253	171	1	10
206	205	0	10
207	200	0	10
253	162	0	10
291	140	0	10
238	167	1	10
242	149	1	10
290	122	1	10
214	156	0	10
204	163	1	10
268	124	0	10
278	119	1	10
297	111	0	10
244	134	1	10
273	119	0	10
197	161	0	10
217	146	1	10
184	169	1	10
207	144	0	10
271	109	0	10
208	141	0	10
244	120	0	10
237	123	0	10
238	122	0	10
223	130	0	10
225	127	1	10
201	141	1	10
217	130	1	10
176	158	0	10
202	136	0	10
169	159	0	10
203	130	1	10
261	100	0	10
182	136	0	10
175	139	1	10
206	112	1	10
172	134	0	10
211	107	0	10
154	141	0	10
207	103	0	10
159	131	0	10
203	100	0	10
192	103	0	10
155	126	0	10
139	139	0	10
173	111	1	10
154	123	0	10
156	105	1	10
129	125	0	10
147	109	0	10
138	109	1	10
124	120	1	10
126	118	0	10
125	116	0	10


129	1000	100
299	292	1	10
300	289	1	10
292	282	0	10
283	265	0	10
285	254	1	10
290	249	1	10
289	236	1	10
267	250	1	10
282	227	1	10
262	244	1	10
276	224	1	10
253	241	1	10
271	220	1	10
252	232	1	10
300	190	0	10
240	229	0	10
252	218	0	10
289	189	1	10
298	181	1	10
235	229	0	10
262	205	0	10
247	213	0	10
273	192	0	10
235	222	1	10
258	195	1	10
262	191	0	10
290	165	0	10
229	208	0	10
230	198	1	10
238	191	1	10
258	176	0	10
283	159	0	10
284	157	0	10
273	162	1	10
258	171	1	10
297	145	0	10
284	151	1	10
234	183	1	10
291	146	1	10
216	195	0	10
213	197	1	10
276	149	0	10
291	140	1	10
262	149	1	10
228	171	1	10
282	138	1	10
273	140	0	10
278	137	0	10
208	183	0	10
251	143	0	10
287	123	0	10
234	150	1	10
250	140	1	10
210	165	0	10
231	150	1	10
296	117	1	10
267	129	0	10
218	157	0	10
228	143	1	10
181	179	1	10
225	137	1	10
184	167	1	10
183	167	1	10
265	114	0	10
247	121	0	10
216	138	0	10
201	147	1	10
233	126	1	10
227	127	0	10
178	159	0	10
278	100	0	10
231	119	0	10
265	102	0	10
181	149	1	10
244	109	1	10
247	107	0	10
185	141	1	10
222	117	1	10
172	148	1	10
227	107	0	10
169	142	1	10
162	146	1	10
221	106	1	10
205	114	0	10
188	120	1	10
194	115	1	10
213	101	1	10
173	124	1	10
163	130	0	10
159	124	0	10
179	110	0	10
188	101	1	10
171	106	0	10
158	107	0	10
148	111	0	10
157	103	1	10
144	110	1	10
156	100	0	10
122	113	1	10
113	110	1	10


130	1000	100
300	289	1	10
292	287	0	10
295	273	0	10
287	273	1	10
283	269	1	10
295	258	0	10
296	253	0	10
278	268	0	10
285	254	1	10
268	254	1	10
261	257	1	10
251	249	1	10
260	237	0	10
298	205	1	10
257	237	0	10
290	205	1	10
299	197	0	10
258	225	0	10
274	201	0	10
236	229	1	10
287	186	0	10
242	220	1	10
296	178	1	10
291	178	0	10
300	166	0	10
296	164	0	10
233	204	0	10
262	180	1	10
269	174	0	10
270	171	1	10
263	174	1	10
265	171	0	10
238	188	1	10
241	182	0	10
289	151	1	10
210	206	1	10
214	198	1	10
234	181	0	10
207	203	0	10
215	192	1	10
248	158	0	10
288	136	0	10
235	166	0	10
300	130	0	10
228	170	0	10
277	139	1	10
225	171	0	10
223	171	0	10
240	158	0	10
208	177	0	10
252	146	0	10
226	162	1	10
241	151	0	10
200	176	0	10
203	173	0	10
292	119	1	10
244	142	1	10
297	114	0	10
210	161	1	10
226	149	0	10
215	154	0	10
186	172	1	10
268	119	1	10
227	138	0	10
262	119	0	10
270	114	0	10
265	115	0	10
197	154	1	10
218	139	1	10
237	125	0	10
241	120	1	10
190	151	0	10
191	149	1	10
219	129	1	10
169	165	0	10
174	160	0	10
275	101	0	10
236	116	1	10
189	144	1	10
170	153	0	10
175	146	1	10
214	115	0	10
177	139	0	10
225	109	0	10
162	151	1	10
210	116	1	10
157	155	1	10
203	112	1	10
160	136	0	10
142	131	1	10
161	113	1	10
176	103	1	10
137	125	1	10
140	122	0	10
139	117	0	10
142	108	0	10
143	105	1	10
142	100	1	10
121	113	1	10
135	101	0	10


131	1000	100
298	293	0	10
293	286	0	10
289	283	0	10
294	273	1	10
299	252	0	10
291	250	0	10
298	238	0	10
279	239	0	10
290	227	0	10
272	242	1	10
296	221	1	10
293	217	1	10
259	238	1	10
261	234	0	10
287	207	0	10
298	195	1	10
281	203	0	10
255	222	1	10
265	199	1	10
261	196	1	10
243	207	1	10
250	198	0	10
297	165	0	10
279	173	0	10
273	175	1	10
240	199	1	10
227	207	1	10
270	169	1	10
290	152	1	10
269	158	0	10
298	142	0	10
240	176	1	10
253	165	0	10
208	198	0	10
205	200	1	10
292	139	1	10
211	192	0	10
257	157	0	10
263	151	1	10
201	194	0	10
243	160	1	10
224	173	1	10
237	163	0	10
202	189	0	10
212	180	0	10
205	186	1	10
276	137	0	10
203	186	0	10
253	145	1	10
281	125	0	10
271	129	0	10
226	154	0	10
231	150	1	10
223	155	1	10
243	141	1	10
233	146	1	10
203	164	0	10
267	124	0	10
238	134	1	10
192	166	0	10
200	158	1	10
217	142	0	10
230	133	1	10
248	123	0	10
267	114	0	10
279	106	0	10
245	120	1	10
283	103	1	10
222	130	1	10
187	154	1	10
254	113	0	10
190	151	1	10
197	144	0	10
264	107	0	10
208	134	1	10
179	152	0	10
259	105	1	10
223	121	0	10
182	147	1	10
185	143	0	10
255	103	1	10
183	142	1	10
236	109	1	10
168	143	0	10
215	107	0	10
215	106	1	10
199	113	0	10
175	123	1	10
157	136	1	10
192	108	0	10
200	103	1	10
154	132	1	10
177	114	1	10
164	120	1	10
149	123	1	10
168	102	1	10
160	100	0	10
141	108	1	10
117	103	1	10
114	102	1	10


132	1000	100
292	267	1	10
299	243	1	10
287	247	0	10
271	261	0	10
294	237	1	10
300	228	1	10
270	253	1	10
264	258	1	10
266	250	0	10
280	236	1	10
298	219	1	10
261	248	1	10
286	216	0	10
280	220	0	10
254	241	1	10
266	208	1	10
264	209	0	10
247	221	0	10
271	201	0	10
294	184	0	10
234	229	1	10
292	178	1	10
295	175	0	10
288	179	1	10
233	221	0	10
228	224	0	10
245	204	1	10
299	167	1	10
260	188	0	10
287	167	1	10
277	171	1	10
239	195	0	10
238	193	1	10
235	195	1	10
270	169	1	10
262	170	0	10
257	172	0	10
239	176	1	10
213	197	0	10
211	189	1	10
293	136	1	10
215	184	0	10
278	141	0	10
297	127	1	10
210	178	1	10
252	147	1	10
214	169	1	10
196	180	0	10
202	174	1	10
192	180	0	10
275	121	1	10
202	164	0	10
249	132	1	10
228	143	1	10
207	157	1	10
192	164	1	10
276	113	0	10
297	103	1	10
254	120	1	10
294	103	1	10
214	140	0	10
221	135	1	10
198	146	1	10
205	140	1	10
190	151	0	10
257	111	0	10
249	113	1	10
267	105	1	10
245	114	1	10
258	108	1	10
193	142	1	10
250	109	1	10
268	100	1	10
175	153	0	10
218	122	1	10
263	100	0	10
183	142	0	10
165	157	0	10
161	159	1	10
227	110	0	10
186	134	1	10
172	144	0	10
242	102	0	10
242	100	1	10
234	102	0	10
163	143	0	10
168	138	0	10
214	106	0	10
206	109	1	10
151	147	1	10
180	123	0	10
149	138	1	10
175	107	1	10
187	100	0	10
173	107	1	10
158	116	0	10
137	132	0	10
124	116	0	10
138	101	0	10
120	116	0	10


133	1000	100
293	282	0	10
293	271	1	10
290	261	1	10
282	260	1	10
265	263	1	10
292	238	0	10
265	260	1	10
273	252	0	10
279	242	0	10
290	229	1	10
274	227	0	10
260	239	1	10
252	241	1	10
288	205	0	10
283	208	1	10
261	220	1	10
266	215	0	10
289	195	0	10
286	197	0	10
244	228	1	10
240	227	0	10
281	188	0	10
267	197	1	10
288	182	0	10
252	206	1	10
275	187	1	10
240	210	0	10
251	200	0	10
234	211	1	10
237	208	0	10
257	188	0	10
279	173	1	10
288	161	0	10
225	206	0	10
278	164	1	10
294	155	0	10
278	163	0	10
286	156	0	10
234	181	1	10
278	151	0	10
220	179	0	10
206	184	0	10
250	149	0	10
221	167	0	10
228	158	1	10
286	125	0	10
252	138	1	10
267	130	0	10
244	142	0	10
216	159	0	10
214	159	1	10
291	116	0	10
296	112	0	10
195	170	0	10
204	162	0	10
193	170	1	10
294	109	1	10
278	113	1	10
299	105	1	10
181	173	1	10
265	115	1	10
223	136	1	10
250	121	1	10
236	128	1	10
189	159	0	10
230	130	0	10
189	156	0	10
286	101	1	10
170	167	1	10
268	100	1	10
255	105	0	10
204	129	1	10
217	121	0	10
171	153	0	10
245	106	0	10
184	140	0	10
173	148	1	10
160	157	0	10
230	109	1	10
218	115	0	10
237	105	1	10
216	115	1	10
186	133	1	10
191	127	1	10
221	107	0	10
226	104	0	10
165	142	1	10
221	105	0	10
198	117	0	10
209	107	0	10
165	131	0	10
161	126	0	10
151	132	0	10
158	116	0	10
143	123	1	10
146	119	1	10
138	112	0	10
148	103	1	10
126	120	0	10
117	108	1	10


134	1000	100
286	273	0	10
285	264	0	10
292	257	1	10
299	246	1	10
282	253	0	10
280	252	1	10
273	252	0	10
265	259	0	10
297	231	1	10
279	238	1	10
258	257	0	10
297	219	1	10
296	219	0	10
295	219	1	10
272	236	1	10
298	213	1	10
283	221	0	10
250	249	1	10
298	205	1	10
279	218	1	10
267	225	0	10
292	201	1	10
288	193	0	10
289	187	0	10
240	224	0	10
249	214	1	10
236	221	0	10
229	227	0	10
240	206	0	10
284	174	1	10
293	168	1	10
299	156	1	10
269	170	1	10
227	200	1	10
280	159	1	10
219	203	0	10
298	149	0	10
264	168	1	10
252	172	0	10
224	187	1	10
269	151	1	10
241	167	1	10
226	178	0	10
208	193	1	10
237	168	1	10
221	180	0	10
257	149	0	10
280	133	0	10
287	129	0	10
257	142	0	10
294	124	1	10
252	143	0	10
209	168	1	10
191	180	0	10
250	137	1	10
208	163	1	10
226	150	0	10
191	173	1	10
244	135	1	10
281	117	1	10
247	131	0	10
254	126	0	10
238	134	1	10
268	117	1	10
229	136	0	10
228	135	0	10
272	113	1	10
188	161	1	10
203	149	1	10
205	144	1	10
221	133	1	10
288	102	0	10
262	112	1	10
187	150	0	10
214	131	1	10
176	158	0	10
167	162	0	10
209	129	1	10
180	148	1	10
236	112	0	10
211	125	1	10
260	101	0	10
204	126	0	10
188	135	1	10
213	116	1	10
197	124	1	10
168	140	1	10
185	127	0	10
179	123	0	10
200	109	0	10
154	139	1	10
191	108	0	10
196	103	0	10
178	113	1	10
140	137	1	10
148	115	0	10
146	108	1	10
142	110	0	10
108	108	0	10
109	103	0	10


135	1000	100
296	271	1	10
286	276	0	10
296	264	1	10
289	260	0	10
283	264	0	10
290	256	1	10
284	251	0	10
269	250	1	10
273	245	1	10
298	221	1	10
300	205	0	10
284	215	1	10
283	212	1	10
273	218	1	10
261	227	1	10
272	217	1	10
261	215	0	10
242	230	0	10
258	199	0	10
285	180	0	10
273	186	1	10
257	193	1	10
292	165	1	10
253	185	1	10
260	179	1	10
289	159	0	10
218	210	1	10
262	173	0	10
295	151	1	10
294	149	0	10
228	190	1	10
220	195	0	10
299	142	0	10
255	165	0	10
225	186	1	10
230	181	1	10
266	156	1	10
230	180	1	10
208	197	1	10
206	196	0	10
259	155	1	10
243	164	0	10
255	154	0	10
267	146	0	10
216	174	0	10
233	158	0	10
285	129	0	10
261	135	0	10
283	119	0	10
232	145	0	10
267	125	1	10
247	132	0	10
293	111	1	10
180	180	1	10
241	134	0	10
212	150	1	10
216	147	0	10
178	177	0	10
214	146	1	10
205	151	0	10
206	150	1	10
283	109	1	10
225	135	1	10
223	136	1	10
233	130	0	10
250	119	1	10
241	120	0	10
271	106	1	10
180	159	1	10
218	129	1	10
246	112	1	10
220	125	0	10
173	156	0	10
166	161	1	10
232	113	0	10
212	122	0	10
242	106	0	10
165	144	1	10
214	111	0	10
173	130	0	10
186	118	1	10
186	114	1	10
190	111	1	10
148	142	1	10
158	133	1	10
154	135	1	10
174	119	0	10
199	104	0	10
150	134	0	10
157	113	1	10
142	124	1	10
151	115	0	10
155	110	1	10
161	100	0	10
130	121	1	10
134	110	1	10
139	103	1	10
127	104	0	10
125	100	1	10
109	103	1	10


136	1000	100
295	285	0	10
279	265	0	10
265	264	1	10
289	236	1	10
264	257	1	10
268	253	0	10
283	234	0	10
292	220	0	10
259	248	0	10
287	220	1	10
286	220	0	10
287	219	1	10
277	225	1	10
266	226	1	10
273	220	1	10
270	222	1	10
298	199	0	10
250	233	1	10
268	212	0	10
276	203	1	10
260	213	1	10
268	198	0	10
245	210	0	10
258	197	1	10
274	185	0	10
273	180	1	10
258	186	1	10
220	218	1	10
278	172	0	10
289	162	1	10
260	177	0	10
266	172	1	10
233	196	1	10
279	162	1	10
246	182	0	10
255	171	1	10
292	146	1	10
277	149	0	10
227	178	0	10
204	198	1	10
214	185	0	10
269	141	0	10
227	167	1	10
195	194	1	10
281	134	0	10
283	133	0	10
270	139	1	10
298	123	0	10
248	147	1	10
216	167	0	10
194	184	0	10
242	147	0	10
233	152	0	10
235	150	1	10
291	120	1	10
277	124	1	10
197	172	1	10
230	144	0	10
256	129	1	10
182	180	0	10
256	125	1	10
278	115	0	10
262	121	1	10
263	118	0	10
263	115	0	10
287	104	1	10
173	171	1	10
238	124	1	10
229	128	0	10
185	158	1	10
283	101	0	10
242	118	1	10
274	103	1	10
210	128	1	10
251	106	0	10
234	112	0	10
172	150	1	10
242	105	1	10
220	114	0	10
217	114	0	10
198	122	1	10
207	114	0	10
208	113	0	10
158	145	0	10
156	146	1	10
159	140	1	10
152	146	0	10
182	121	1	10
202	105	1	10
149	142	0	10
153	126	0	10
139	136	0	10
164	107	1	10
139	126	0	10
169	100	0	10
142	119	0	10
161	104	1	10
139	120	1	10
124	120	1	10
137	100	1	10


137	1000	100
285	273	0	10
300	258	1	10
295	262	1	10
300	255	1	10
282	265	1	10
269	263	1	10
277	246	1	10
262	255	1	10
272	242	0	10
281	234	1	10
277	228	0	10
252	250	1	10
283	216	0	10
244	244	0	10
271	211	1	10
249	229	1	10
273	208	0	10
257	216	1	10
266	208	1	10
280	192	0	10
265	199	0	10
235	222	1	10
252	201	0	10
280	179	0	10
263	185	1	10
250	193	0	10
276	174	0	10
244	194	1	10
238	196	1	10
269	172	0	10
278	158	1	10
261	167	0	10
293	147	0	10
294	146	0	10
211	199	0	10
235	176	0	10
258	157	1	10
284	142	1	10
245	163	1	10
276	141	1	10
288	135	1	10
230	169	1	10
240	161	1	10
204	188	0	10
268	141	0	10
272	137	0	10
282	131	1	10
285	129	0	10
283	128	1	10
258	140	0	10
190	189	0	10
205	172	0	10
250	138	1	10
245	138	1	10
226	149	0	10
292	114	1	10
290	112	0	10
281	114	0	10
186	172	1	10
194	164	0	10
280	113	0	10
293	106	0	10
194	157	1	10
200	152	0	10
283	106	1	10
184	163	1	10
216	138	1	10
240	118	0	10
177	158	0	10
179	155	1	10
275	100	1	10
233	118	1	10
238	114	0	10
203	131	1	10
204	130	1	10
245	104	0	10
192	130	0	10
226	109	0	10
215	113	0	10
206	115	0	10
171	138	1	10
222	105	1	10
191	119	1	10
208	108	0	10
217	103	0	10
197	112	0	10
205	100	0	10
155	130	1	10
169	117	1	10
147	131	1	10
159	118	0	10
180	103	0	10
142	130	0	10
175	100	1	10
151	111	0	10
135	121	1	10
136	108	0	10
126	112	0	10
114	109	1	10
106	104	0	10


138	1000	100
299	293	1	10
299	254	1	10
282	258	0	10
283	237	0	10
279	239	0	10
278	223	0	10
268	230	1	10
251	239	1	10
257	233	1	10
273	218	1	10
295	198	0	10
245	236	1	10
250	228	1	10
249	227	0	10
245	227	0	10
295	184	1	10
245	217	0	10
257	204	0	10
286	183	0	10
281	184	0	10
280	180	0	10
254	198	0	10
243	206	1	10
283	176	1	10
268	185	0	10
258	187	1	10
255	189	1	10
278	173	1	10
300	157	0	10
279	168	1	10
220	209	0	10
247	185	0	10
263	172	1	10
215	210	1	10
226	197	0	10
233	190	0	10
231	191	1	10
216	204	0	10
223	196	0	10
224	194	0	10
222	193	1	10
223	192	0	10
232	180	1	10
288	145	1	10
236	176	1	10
215	193	0	10
262	156	0	10
224	180	1	10
262	152	0	10
299	132	1	10
236	166	0	10
216	180	0	10
270	139	0	10
279	132	0	10
285	128	1	10
248	143	1	10
244	145	0	10
299	118	1	10
244	142	1	10
272	127	1	10
227	152	1	10
268	126	1	10
298	109	1	10
245	131	0	10
251	125	1	10
196	158	1	10
247	121	0	10
183	161	0	10
231	127	0	10
203	144	1	10
243	119	0	10
283	100	1	10
270	100	1	10
164	164	0	10
193	135	0	10
241	107	0	10
197	128	1	10
198	124	0	10
166	147	0	10
232	102	0	10
211	111	1	10
220	104	1	10
171	125	0	10
155	133	0	10
148	138	0	10
154	131	0	10
150	131	1	10
168	111	1	10
156	119	1	10
140	130	0	10
136	133	1	10
136	131	0	10
135	131	0	10
160	107	1	10
140	119	0	10
133	125	0	10
145	111	0	10
142	109	1	10
142	107	0	10
139	104	1	10


139	1000	100
296	290	0	10
295	282	0	10
286	254	0	10
296	241	1	10
271	252	1	10
283	235	0	10
298	219	0	10
277	227	0	10
280	224	1	10
280	212	1	10
251	233	0	10
256	226	1	10
260	222	0	10
256	222	0	10
296	189	0	10
259	215	1	10
261	212	0	10
279	193	1	10
277	193	1	10
235	227	1	10
279	191	1	10
258	204	1	10
238	218	0	10
278	182	1	10
274	182	1	10
223	222	1	10
258	185	1	10
279	170	0	10
300	158	1	10
235	201	0	10
256	184	1	10
249	189	1	10
270	174	0	10
239	196	0	10
278	164	0	10
254	179	1	10
266	168	0	10
231	189	1	10
257	165	1	10
290	146	1	10
238	174	0	10
274	151	1	10
232	178	1	10
272	149	1	10
273	148	1	10
206	195	0	10
221	177	0	10
243	160	1	10
248	153	0	10
229	163	1	10
271	133	0	10
195	183	0	10
238	149	0	10
244	143	0	10
295	117	0	10
193	177	1	10
290	116	1	10
216	150	1	10
275	116	0	10
190	167	1	10
277	114	0	10
292	108	0	10
219	142	1	10
272	114	0	10
235	130	1	10
273	110	1	10
200	149	1	10
193	154	0	10
190	153	0	10
241	119	1	10
180	159	1	10
200	142	0	10
218	129	0	10
180	146	0	10
242	108	1	10
218	118	0	10
169	150	0	10
230	110	0	10
235	107	0	10
239	103	1	10
198	121	1	10
153	151	0	10
175	131	1	10
207	106	1	10
218	100	0	10
168	128	0	10
172	125	1	10
160	128	0	10
173	118	0	10
175	116	0	10
142	133	1	10
159	118	0	10
156	113	0	10
133	130	0	10
150	112	0	10
129	125	1	10
137	112	0	10
139	105	1	10
134	104	0	10
130	100	0	10


140	1000	100
296	281	1	10
279	273	0	10
275	275	0	10
273	272	1	10
287	247	1	10
265	264	1	10
273	243	0	10
258	253	1	10
291	223	1	10
277	230	1	10
291	217	0	10
249	242	1	10
285	208	1	10
271	211	1	10
279	193	0	10
266	202	1	10
289	183	0	10
251	200	0	10
231	215	1	10
270	183	0	10
280	175	1	10
231	207	0	10
251	188	1	10
260	181	0	10
243	193	0	10
273	170	0	10
290	155	0	10
226	198	0	10
248	180	0	10
274	159	1	10
229	189	0	10
222	191	0	10
287	147	1	10
211	198	1	10
232	179	0	10
214	192	1	10
240	171	0	10
225	176	1	10
253	155	0	10
202	193	0	10
217	178	1	10
213	180	1	10
292	131	1	10
271	141	0	10
230	166	1	10
292	129	0	10
197	190	1	10
193	192	1	10
248	148	0	10
246	147	1	10
284	127	1	10
223	158	0	10
207	166	1	10
204	168	1	10
228	150	1	10
208	163	1	10
197	170	0	10
196	164	1	10
213	145	0	10
297	103	1	10
197	155	1	10
262	116	1	10
241	124	0	10
294	101	1	10
220	134	1	10
173	169	1	10
269	108	0	10
215	132	0	10
257	110	0	10
216	128	1	10
209	132	0	10
255	106	0	10
203	133	1	10
215	125	0	10
164	163	0	10
210	127	0	10
258	102	1	10
190	138	1	10
179	145	0	10
205	125	1	10
207	122	1	10
184	136	1	10
230	108	0	10
169	143	1	10
192	125	1	10
161	148	1	10
196	121	0	10
163	144	0	10
205	114	0	10
215	104	1	10
203	109	0	10
150	137	1	10
180	101	1	10
151	112	1	10
128	128	0	10
142	105	0	10
140	101	0	10
134	105	0	10
127	104	0	10
120	109	1	10


141	1000	100
295	281	1	10
279	273	0	10
283	266	0	10
295	254	0	10
295	251	0	10
277	267	0	10
275	261	1	10
289	227	1	10
261	251	0	10
275	235	0	10
266	236	0	10
280	224	1	10
249	249	0	10
255	243	1	10
278	213	0	10
284	207	0	10
269	212	0	10
254	224	1	10
276	204	0	10
265	208	0	10
252	216	0	10
266	203	1	10
296	181	0	10
290	179	0	10
278	185	1	10
232	221	1	10
268	189	0	10
234	212	0	10
265	184	1	10
262	185	0	10
247	196	1	10
296	156	1	10
248	184	0	10
231	197	1	10
223	203	0	10
298	151	1	10
259	173	0	10
232	192	0	10
288	153	1	10
220	197	1	10
260	166	1	10
285	151	0	10
264	163	0	10
236	178	1	10
252	166	0	10
289	142	1	10
296	137	1	10
207	194	1	10
201	199	1	10
249	160	1	10
299	131	1	10
247	155	0	10
273	137	0	10
223	167	1	10
235	158	0	10
297	124	1	10
215	168	1	10
297	117	0	10
249	137	0	10
222	152	0	10
202	163	0	10
227	144	1	10
201	162	0	10
207	156	1	10
213	147	1	10
231	132	1	10
196	153	0	10
294	102	0	10
286	104	0	10
177	166	1	10
189	154	0	10
176	165	1	10
265	109	0	10
195	146	1	10
172	165	0	10
174	161	0	10
254	109	0	10
267	103	1	10
197	137	1	10
190	142	1	10
252	106	1	10
184	143	0	10
231	111	1	10
168	149	1	10
194	124	1	10
191	125	1	10
212	108	0	10
172	130	0	10
193	111	1	10
157	126	0	10
145	132	0	10
164	108	1	10
144	117	1	10
139	120	1	10
134	118	1	10
129	122	1	10
139	113	1	10
128	113	1	10
119	117	1	10
115	109	0	10


142	1000	100
297	294	0	10
295	253	1	10
287	258	0	10
284	252	1	10
298	239	0	10
294	241	0	10
297	236	1	10
292	230	0	10
261	251	0	10
274	238	0	10
280	231	0	10
294	219	1	10
278	226	1	10
289	207	1	10
257	232	0	10
280	206	0	10
267	208	0	10
241	223	1	10
233	222	1	10
242	210	1	10
268	189	0	10
235	209	0	10
228	214	1	10
275	175	1	10
248	192	0	10
288	163	0	10
265	177	1	10
234	200	0	10
